youtubeid,videoid,caption,fps,tstart,tend,totalframes
zSzEOY2v27k,zSzEOY2v27k_clip_8_016,"a series of images of a desert with sand dunes and mountains in the background. The images are taken from different angles and distances, showing the vastness of the desert landscape",29.97002997002997,629.629,636.3023333333333,22020.0
1Elizfg4MYY,1Elizfg4MYY_clip_22_024,a person wearing a hat and a blue shirt walking down a street with buildings and cars in the background. The person is also seen riding a skateboard and a bike down the same street,29.97002997002997,1553.1516,1559.824933333333,81000.0
QZTmkteMGZg,QZTmkteMGZg_clip_6_008,a group of people walking down a narrow cobblestone street in a small town. The street is surrounded by buildings on both sides,29.97002997002997,721.4540666666667,728.1274,59944.0
X4EZrSX7v,X4EZrSX7v_g_clip_1_000,"a busy city street with cars, pedestrians, and various objects such as traffic lights, signs, and buildings. The video is captured from different angles and perspectives, including a fisheye view and a 360-degree view",29.97002997002997,59.8598,66.53313333333334,24404.0
h,h_0oimKWlNs_clip_2_000,a man walking down a street while holding a camera. The camera captures a white house with a red truck parked in front of it,20.0,292.2,302.2,48386.0
xMN27yTLPuc,xMN27yTLPuc_clip_2_000,a wooden bridge over a river with trees and rocks on both sides. The camera captures the bridge from different angles,20.0,153.0,163.0,19108.0
Npcv4vnD1LU,Npcv4vnD1LU_clip_8_025,a panoramic view of a city street with people walking by and a man walking down the street,20.0,1796.0,1806.0,49404.0
HKDiNlBWWzw,HKDiNlBWWzw_clip_30_029,a cityscape with a bridge and a river. There are also people walking on the sidewalk and a man riding a bike,30.0,1917.2666666666669,1923.9333333333332,63918.0
3EgmQYx8ax4,3EgmQYx8ax4_clip_7_000,"a group of people in a hospital room, and a man and a woman are standing in front of a table",20.0,329.8,339.8,13908.0
eQC1eMcGA7Q,eQC1eMcGA7Q_clip_8_000,a group of people sitting on a dock with many boats in the water. The scene is captured in different timestamps with varying camera angles and zoom levels,20.0,302.8,312.8,7232.0
tpQwcea0GQE,tpQwcea0GQE_clip_2_000,"three men standing on a dock, with one of them jumping into the water. The scene is captured from different angles, including a fisheye view",20.0,68.6,78.6,3416.0
B8UzsVY1IE8,B8UzsVY1IE8_clip_14_002,"a series of images of a green field with a cloudy sky in the background. The images are taken from different angles and distances, and some of them have people in them",20.0,709.9,719.9,19452.0
mbWeKcLLtxc,mbWeKcLLtxc_clip_2_000,a man standing in a room with a yellow star on the floor. The man is wearing a white shirt and blue jeans,20.0,67.0,77.0,4882.0
LiTEH8JaLPs,LiTEH8JaLPs_clip_3_019,a dirt road leading to a mountain range with a hazy blue sky in the background. The road is surrounded by green grass on both sides,20.0,779.0,789.0,22740.0
xMN27yTLPuc,xMN27yTLPuc_clip_5_000,a man walking through a forest and a bridge,20.0,439.0,449.0,19108.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_005,a first-person view of a car driving down a street with trees and buildings on both sides. The video also shows a person walking on the sidewalk and a parked car on the side of the road,29.97002997002997,36.2362,42.909533333333336,81000.0
QKfKu2UmT-M,QKfKu2UmT-M_clip_8_001,"a man and a woman sitting on the ground in a temple, with a third person standing in the background. The woman is wearing a yellow dress and the man is wearing a yellow robe",20.0,190.6,200.6,5896.0
ra,ra_cTrJg8x0_clip_5_000,a man walking on a trail in a forest with mountains in the background. The man is wearing a red shirt and black pants,20.0,130.9,140.9,8164.0
24q6nES2tk0,24q6nES2tk0_clip_7_000,a wooden bridge with a metal railing and a building in the background. The bridge is surrounded by trees and there are people walking on it,20.0,184.7,194.7,4114.0
HKDiNlBWWzw,HKDiNlBWWzw_clip_22_004,"a wooden bridge with people walking on it, and the sun is shining brightly in the sky",30.0,987.1333333333332,993.8,63918.0
f6X0E978GwU,f6X0E978GwU_clip_3_000,a group of people sitting at a table outside a colorful building. The people are eating and drinking while enjoying the sunny weather,20.0,85.7,95.7,3410.0
HKDiNlBWWzw,HKDiNlBWWzw_clip_27_024,a wooden bridge with a city in the background. The camera is mounted on a metal railing,30.0,1494.0666666666666,1500.7333333333331,63918.0
uVDF8MBGUiM,uVDF8MBGUiM_clip_0_025,a person riding a skateboard down a winding road in a park. The road is surrounded by trees and there are people walking on the sidewalk,30.0,292.8,299.46666666666664,45684.0
kQTF9UIhd,kQTF9UIhd_E_clip_22_019,"a busy city street with various modes of transportation, including cars, bicycles, and rickshaws. The scene is captured from different angles, including a first-person perspective from a car and a bicycle",29.97002997002997,1268.6006666666667,1275.274,56454.0
qbNxF9VEMNQ,qbNxF9VEMNQ_clip_0_005,a large group of people walking down a street in a city. The people are walking on a brick road,29.97002997002997,278.0778,284.7511333333333,53968.0
QZTmkteMGZg,QZTmkteMGZg_clip_18_020,a person walking down a set of stairs while holding a camera. The person is wearing a black shirt and is surrounded by a stone wall and a green plant,29.97002997002997,1852.2504,1858.9237333333333,59944.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_3_023,"a person riding a bike down a street with trees on both sides. The person is wearing a helmet camera, and the video is in 360 degrees",29.97002997002997,487.75393333333335,494.4272666666667,81000.0
bXx2-4v1TnY,bXx2-4v1TnY_clip_15_005,a car driving down a long straight road in the desert with mountains in the background. The sky is blue with white clouds,29.97002997002997,701.3006,707.9739333333333,26158.0
-amozZ1cvug,-amozZ1cvug_clip_3_000,a man standing in a room with a woman sitting on the ground. The man is wearing a white shirt and the woman is wearing a black dress,20.0,202.9,212.9,6794.0
5unXlFv2YL8,5unXlFv2YL8_clip_2_001,a person standing on a hill overlooking a city and a river. The person is wearing a white shirt and is standing still,20.0,87.0,97.0,6614.0
PX6v92ufeL0,PX6v92ufeL0_clip_9_001,"a man standing on a wooden deck in a mall, and the camera captures him from different angles",25.0,564.96,572.96,21134.0
X4EZrSX7v,X4EZrSX7v_g_clip_5_008,a man walking down a busy street with tall buildings and many people walking around. The man is wearing a white shirt and is bald,29.97002997002997,387.72066666666666,394.394,24404.0
gp9gLht5,gp9gLht5_dc_clip_8_001,a person walking down a road with trees on both sides. The person is walking on the sidewalk,29.97002997002997,340.9406,347.61393333333336,26836.0
RsYwVa0r4o4,RsYwVa0r4o4_clip_3_002,"a series of images of a sandy beach with a tree in the middle. The camera moves around the beach, showing different angles of the tree and the surrounding sand",30.0,192.46666666666667,199.13333333333333,13604.0
b0xES5otDAw,b0xES5otDAw_clip_4_001,"a person lying on the ground in a city, and the camera captures the scene from different angles",29.97002997002997,340.9406,347.61393333333336,25922.0
I,I_5dAEpTCNU_clip_1_000,a series of images of a small pond with a bridge over it. The bridge is made of stone and has a small stream of water running under it,23.976023976023978,49.46608333333333,57.80775,2592.0
2xw65Eniif0,2xw65Eniif0_clip_6_002,a helicopter flying over a canyon with a view of the mountains and a rainbow in the sky. The video also shows a person in the helicopter taking a picture of the canyon,29.97002997002997,402.6689333333333,409.34226666666666,15300.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_10_001,a woman in a yellow shirt who is standing and talking to a group of people. The people are sitting on benches and some are standing,20.0,238.6,248.6,9820.0
b0xES5otDAw,b0xES5otDAw_clip_5_012,a man walking down a street with shops on both sides. The man is wearing a black jacket and a black hat,29.97002997002997,748.0139333333334,754.6872666666667,25922.0
FLzknv-xmSc,FLzknv-xmSc_clip_6_007,a view of a rocky landscape with a bright sun in the sky. The sun is shining brightly in the sky,29.97002997002997,440.3065333333333,446.9798666666667,28614.0
5JvJCvdqvYs,5JvJCvdqvYs_clip_17_003,a scene of a forest with trees and a path. The scene is captured in different timestamps with varying object locations and sizes,20.0,1530.9,1540.9,39744.0
mANUvJzOehw,mANUvJzOehw_clip_1_000,a desert landscape with mountains and a dirt road. There are also some bushes and a large rock formation,23.976023976023978,94.01058333333332,102.35225,9710.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_8_011,"a group of people walking on a sidewalk, and the camera captures their movements",29.97002997002997,917.5166,924.1899333333332,81000.0
FZL0ynym3DI,FZL0ynym3DI_clip_4_006,a man walking on a beach while people are standing and walking around. There are also boats on the beach and a mountain in the background,20.0,301.7,311.7,30824.0
bXx2-4v1TnY,bXx2-4v1TnY_clip_3_001,"a path leading to a large rock formation with a cloudy sky in the background. The camera then pans to the right, revealing a different perspective of the rock formation",29.97002997002997,132.9328,139.60613333333333,26158.0
bXx2-4v1TnY,bXx2-4v1TnY_clip_17_001,"a car driving down a long road in the desert with mountains in the background. The road is curvy, and the car is moving at a constant speed",29.97002997002997,796.6625333333334,803.3358666666667,26158.0
ZgXQDTmYTNk,ZgXQDTmYTNk_clip_1_000,a greenhouse with a table and plants. The table has red disks on it,20.0,280.8,290.8,7078.0
zSzEOY2v27k,zSzEOY2v27k_clip_8_007,"a series of images of a desert landscape with sand dunes and mountains in the background. The images are shown in temporal order with captions, object names, and object descriptions with specific locations and sizes",29.97002997002997,569.569,576.2423333333334,22020.0
jJk5e2Gsyy4,jJk5e2Gsyy4_clip_49_019,a person walking down a busy street with people walking in and out of frame. The video also shows a man riding a skateboard down the same street,29.97002997002997,3525.7222,3532.3955333333333,109438.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_12_027,a person walking down a sidewalk with a white fence on one side and a parking lot on the other. There is a large white building with a spire in the background,29.97002997002997,1268.267,1274.9403333333337,81000.0
GqnCZNGkdfc,GqnCZNGkdfc_clip_9_001,a view of a bridge over a river with a cloudy sky in the background. There is also a skateboard ramp in the foreground,20.0,175.5,185.5,3770.0
DOYNDJVzE0Q,DOYNDJVzE0Q_clip_7_034,a person riding a bike down a street with buildings and shops on either side. The person is wearing a helmet and the street is wet,29.97002997002997,615.2146,621.8879333333333,27818.0
visog2aXMYM,visog2aXMYM_clip_6_004,a person paddling a blue boat on a river with houses on the shore. The sun is shining brightly in the sky,20.0,425.9,435.9,17358.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_14_011,a person riding a bike down a street with people walking on the sidewalk. The video also shows a red bus parked on the side of the road,29.97002997002997,1473.138333333333,1479.8116666666667,81000.0
5JvJCvdqvYs,5JvJCvdqvYs_clip_7_006,a group of people standing around a fire in a village. The people are seen cooking and socializing around the fire,20.0,898.3,908.3,39744.0
cWBfrY8Xg7Y,cWBfrY8Xg7Y_clip_6_046,a person riding a bike down a road next to a body of water. The person is wearing a black jacket and a black hat,29.97002997002997,1642.2406,1648.9139333333333,52192.0
QZTmkteMGZg,QZTmkteMGZg_clip_15_016,a bustling street scene with people walking around and a large crowd of people walking on the beach,29.97002997002997,1448.1800666666668,1454.8534,59944.0
FKBqqvvkCBQ,FKBqqvvkCBQ_clip_2_007,a parking lot with cars and a building in the background. The video also shows a red car parked in the lot,29.97002997002997,113.04626666666668,119.7196,6526.0
Dk96JTfpSYc,Dk96JTfpSYc_clip_20_002,"a series of abstract images with colorful patterns and shapes. The images are shown in temporal order with each frame caption, object names, and object descriptions with specific locations and sizes",20.0,966.2,976.2,24890.0
77hJtIrMJ7g,77hJtIrMJ7g_clip_5_000,a llama grazing in a green field with mountains in the background. The sky is cloudy and the grass is green,20.0,393.9,403.9,20000.0
cWBfrY8Xg7Y,cWBfrY8Xg7Y_clip_6_001,a person riding a bike down a path next to a body of water. The person is wearing a black jacket and blue pants,29.97002997002997,1341.9406,1348.6139333333333,52192.0
FZL0ynym3DI,FZL0ynym3DI_clip_13_000,a man walking down a street while holding a skateboard. The street is surrounded by buildings and there are people walking on the sidewalk,20.0,649.9,659.9,30824.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_21_017,a person riding a bike down a street with buildings and cars in the background. The person is wearing a blue shirt and a blue helmet,29.97002997002997,2306.4374666666668,2313.1108,81000.0
NRw7A8CblIs,NRw7A8CblIs_clip_0_000,"a group of penguins in a zoo enclosure, with some of them standing on rocks and others walking around. The enclosure is surrounded by trees and there is a large rock formation in the background",20.0,2.1,12.1,638.0
Ac8uBHhcDso,Ac8uBHhcDso_clip_5_001,"a man standing on a pier next to a river, and the camera captures the scene from different angles",20.0,193.8,203.8,4186.0
jJk5e2Gsyy4,jJk5e2Gsyy4_clip_13_000,a person walking through a tunnel with graffiti on the walls. There are also people walking on the sidewalk and a man sitting on the ground,29.97002997002997,1135.667866666667,1142.3412,109438.0
QZTmkteMGZg,QZTmkteMGZg_clip_17_001,a group of people walking down a narrow street in a city. The street is surrounded by buildings and there are many people walking around,29.97002997002997,1683.682,1690.3553333333334,59944.0
aACPqELAbmA,aACPqELAbmA_clip_15_002,a man walking on a dirt path while people are walking in the opposite direction. The man is wearing a striped shirt and glasses,20.0,520.9,530.9,44942.0
HKDiNlBWWzw,HKDiNlBWWzw_clip_27_027,"a man walking on a bridge with a backpack, and the camera captures the scenery around him",30.0,1514.0666666666666,1520.7333333333331,63918.0
Se5ZtYgeMPU,Se5ZtYgeMPU_clip_4_006,a man walking around a building and taking pictures. The man is wearing a white shirt and khaki pants,20.0,280.9,290.9,6082.0
kQTF9UIhd,kQTF9UIhd_E_clip_13_007,a bustling market scene with people walking around and shops on either side. There is also a man sitting on the ground in front of a store,29.97002997002997,891.7575333333333,898.4308666666667,56454.0
1Elizfg4MYY,1Elizfg4MYY_clip_22_030,a person skateboarding down a ramp in a city. The person is wearing a blue helmet and is seen from different angles,29.97002997002997,1593.1916,1599.8649333333333,81000.0
7rdS2kr5SO4,7rdS2kr5SO4_clip_1_007,a wooden boardwalk that leads to a hill with a lot of greenery. There is also a person walking on the boardwalk,29.97002997002997,155.42193333333333,162.09526666666667,34694.0
1Elizfg4MYY,1Elizfg4MYY_clip_19_005,a car driving down a brick road with parked cars on the side of the road. There are also people walking on the sidewalk,29.97002997002997,1322.1208,1328.794133333333,81000.0
5JvJCvdqvYs,5JvJCvdqvYs_clip_9_001,"a cave with a light shining through the rocks, and there are various objects such as rocks, trees, and a large rock formation",20.0,1014.0,1024.0,39744.0
NX2i3kCfsgY,NX2i3kCfsgY_clip_8_000,"a man walking down a sidewalk with a bag in his hand, and there are several people sitting on benches along the way",20.0,156.1,166.1,4636.0
EOM,EOM_CxAKB_Y_clip_17_005,"a dirt road with a fence on both sides, and the sky is cloudy",20.0,956.6,966.6,28816.0
bj2r20vP7c4,bj2r20vP7c4_clip_0_000,"a man in a blue shirt who is seen in different locations, including a jungle, a greenhouse, and a park. He is also seen sitting on the ground in some parts of the video",20.0,19.0,29.0,25704.0
WUlE3z4h9IU,WUlE3z4h9IU_clip_0_014,"a group of people walking down a sidewalk, and a dog is walking alongside them",29.97002997002997,96.22946666666668,102.9028,81000.0
PX6v92ufeL0,PX6v92ufeL0_clip_3_004,a series of images of a city with tall buildings and a large screen. The screen displays various images and advertisements,25.0,234.88,242.88,21134.0
B8UzsVY1IE8,B8UzsVY1IE8_clip_4_004,"a long stone pathway with palm trees on both sides, and the sky is cloudy",20.0,203.9,213.9,19452.0
5hVFnQ2RqMI,5hVFnQ2RqMI_clip_0_001,"a serene lake with mountains in the background, and the camera captures the scenery from different angles",29.97002997002997,15.482133333333334,22.155466666666666,12096.0
HvLWniBQA2o,HvLWniBQA2o_clip_3_002,a man walking through a room with a white ceiling and wooden floors. The room has a sliding glass door and a white wall,24.0,141.66666666666666,150.0,8090.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_8_010,"a group of people walking on a sidewalk, and a red and white bus is parked on the side of the road",29.97002997002997,910.8432666666666,917.5166,81000.0
PX6v92ufeL0,PX6v92ufeL0_clip_7_001,a man standing on a bridge and pointing to the side. The man is wearing a black jacket and a green shirt with a white logo,25.0,504.8,512.8,21134.0
LiTEH8JaLPs,LiTEH8JaLPs_clip_3_010,a winding road in the mountains with a blue sky and clouds in the background. The road is surrounded by green grass and mountains,20.0,689.0,699.0,22740.0
89sBxVDEEog,89sBxVDEEog_clip_0_001,a sign that is visible throughout the entire video. The sign is located in a park with a dirt road and a wooden fence,20.0,17.8,27.8,12832.0
xmei3faE6F0,xmei3faE6F0_clip_0_000,a forest with trees and a sun shining through them. The video also shows a tree with leaves and a tree with no leaves,20.0,18.1,28.1,2166.0
QKfKu2UmT-M,QKfKu2UmT-M_clip_7_000,a group of people walking around an ancient temple. The scene is captured from different angles and distances,20.0,165.4,175.4,5896.0
WUlE3z4h9IU,WUlE3z4h9IU_clip_15_018,a busy city street with various vehicles and pedestrians. It also shows a man riding a bike and a woman walking on the sidewalk,29.97002997002997,1889.5543333333333,1896.227666666667,81000.0
uVDF8MBGUiM,uVDF8MBGUiM_clip_2_014,"a scene of a road with trees on both sides, and people walking on the sidewalk. The video also shows a man wearing a red shirt and a woman wearing a white shirt",30.0,760.6666666666666,767.3333333333334,45684.0
RRPY-2AXHlI,RRPY-2AXHlI_clip_1_005,a man walking down a street with cars and buildings in the background. There are also people sitting at tables outside of a restaurant,29.97002997002997,367.63393333333335,374.3072666666667,41418.0
1Elizfg4MYY,1Elizfg4MYY_clip_20_001,a scene of a street with people walking and cars parked on the side of the road. The scene changes to show a different street with people walking and cars parked on the side of the road,29.97002997002997,1341.9406,1348.6139333333333,81000.0
HKDiNlBWWzw,HKDiNlBWWzw_clip_27_022,a view of a bridge with a city in the background. People are walking on the bridge,30.0,1480.7333333333331,1487.4,63918.0
PX6v92ufeL0,PX6v92ufeL0_clip_4_002,a man standing on a balcony overlooking a city. The man is wearing a black jacket and has blonde hair,25.0,331.92,339.92,21134.0
uVDF8MBGUiM,uVDF8MBGUiM_clip_5_002,a large group of people walking around a fountain in a park. The camera captures the scene from different angles,30.0,1089.2,1095.8666666666666,45684.0
xSiv4TkfSOE,xSiv4TkfSOE_clip_4_005,"a series of images of a large stadium with mountains in the background. The images are shown in temporal order with each frame caption, object names, and object descriptions with specific locations and sizes",20.0,149.6,159.6,8356.0
gwqlcCuoLc4,gwqlcCuoLc4_clip_0_005,"a scenic view of a valley with mountains in the background. The sky is cloudy, and the grass is green",23.976023976023978,51.21783333333333,59.55949999999999,3862.0
AkGnPl0QL6o,AkGnPl0QL6o_clip_3_000,"a scene of a turtle crawling on a sandy beach towards the ocean. The turtle is the main focus of the video, and the camera captures its movements as it makes its way across the sand",20.0,114.8,124.8,4856.0
jJk5e2Gsyy4,jJk5e2Gsyy4_clip_12_004,a person walking down a narrow cobblestone street with tall buildings on both sides. The person is wearing a backpack and is walking at a steady pace,29.97002997002997,1028.2939333333334,1034.9672666666668,109438.0
PyinSyTq-HQ,PyinSyTq-HQ_clip_0_004,"a beautiful beach with chairs and umbrellas, and a woman is seen walking on the beach",20.0,46.2,56.2,1394.0
nbD8XYTw23Y,nbD8XYTw23Y_clip_4_002,a cityscape with a river and a bridge. The sun is shining brightly in the sky,20.0,265.2,275.2,9814.0
cWBfrY8Xg7Y,cWBfrY8Xg7Y_clip_0_003,a person riding a bike down a path next to a body of water. The person passes by a green light on a pole and a blue sign on a pole,29.97002997002997,354.28726666666665,360.9606,52192.0
IGirkLUvOIw,IGirkLUvOIw_clip_2_001,"a circular garden with a fountain in the middle, surrounded by tall buildings. The scene is captured from different angles, showing the garden and its surroundings",20.0,63.0,73.0,4146.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_12_035,a person riding a bike through a park with a large sculpture in the background. The person is wearing a helmet and is seen from different angles,29.97002997002997,1321.6536666666666,1328.327,81000.0
1Elizfg4MYY,1Elizfg4MYY_clip_35_015,a person walking down a street with a ferris wheel in the background. There are also cars parked on the side of the road,29.97002997002997,2436.367266666666,2443.0406000000003,81000.0
YGTQ7YoZ4Vk,YGTQ7YoZ4Vk_clip_3_001,a 360-degree view of a city street with various objects and people moving around. The video also shows a person riding a bike down the street,20.0,77.1,87.1,4208.0
MGSALKM2VeI,MGSALKM2VeI_clip_31_000,"a view of a river from a car window, and the camera captures the scenery as the car moves forward",29.97002997002997,712.3783333333333,719.0516666666667,23570.0
f7wTolIlK,f7wTolIlK_s_clip_0_001,a person climbing a tree in a forest while holding a rope. The person is wearing a purple helmet and a black harness,20.0,24.4,34.4,4110.0
DOYNDJVzE0Q,DOYNDJVzE0Q_clip_7_021,a man riding a bike down a street with cars and buildings in the background. The man is wearing a green shirt and is riding a blue bike,29.97002997002997,528.4612666666667,535.1346,27818.0
PX6v92ufeL0,PX6v92ufeL0_clip_8_000,"a person skateboarding on a sidewalk in a city, passing by various objects and buildings. The video also shows a person walking on the sidewalk in the city",25.0,534.16,542.16,21134.0
WUlE3z4h9IU,WUlE3z4h9IU_clip_2_001,"a busy city street with cars, buildings, and people walking on the sidewalk. The street is wet, and there are yellow lines painted on the road",29.97002997002997,349.5492,356.22253333333333,81000.0
ra,ra_cTrJg8x0_clip_10_000,"a series of images of a rock formation with a hole in the middle, and a person is seen standing inside the cave",20.0,259.0,269.0,8164.0
kQTF9UIhd,kQTF9UIhd_E_clip_32_001,a busy street with people walking and riding bicycles. There is also a man sitting on the sidewalk and a red and white sign on a building,29.97002997002997,1802.8677333333333,1809.541066666667,56454.0
QZTmkteMGZg,QZTmkteMGZg_clip_4_013,a man walking down a narrow street with tall buildings on both sides. There are also people walking on the sidewalk and a motorcycle parked on the side of the road,29.97002997002997,421.0873333333333,427.7606666666667,59944.0
1Elizfg4MYY,1Elizfg4MYY_clip_25_020,"a person riding a bike through a city street, passing by a crosswalk where people are walking",29.97002997002997,1814.4793333333332,1821.1526666666664,81000.0
LiTEH8JaLPs,LiTEH8JaLPs_clip_1_045,a group of people riding skateboards down a dirt road in a mountainous area. The video also shows a person riding a skateboard down the same dirt road,20.0,486.9,496.9,22740.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_21_018,"a person riding a skateboard down a sidewalk, passing by various objects and people. The video also shows a person walking down the same sidewalk",29.97002997002997,2313.1108,2319.7841333333336,81000.0
kB2oRwzLa2o,kB2oRwzLa2o_clip_2_009,"a series of images of a landscape with mountains, hills, and a river. The images are taken from different angles and distances, and some of them are blurry",20.0,184.7,194.7,28400.0
OgQtDFRWai8,OgQtDFRWai8_clip_3_000,"a busy city street with cars, pedestrians, and tall buildings. The scene is captured at night with neon lights illuminating the surroundings",20.0,147.5,157.5,15430.0
kQTF9UIhd,kQTF9UIhd_E_clip_26_001,"a busy street with cars, motorcycles, and people moving around. The camera captures the scene from different angles, including a view from inside a car and a view from a bus",29.97002997002997,1639.638,1646.311333333333,56454.0
kQTF9UIhd,kQTF9UIhd_E_clip_8_017,a person walking down a street with various objects and people around them. The video also shows a person riding a bike down the street,29.97002997002997,560.9604,567.6337333333333,56454.0
WUlE3z4h9IU,WUlE3z4h9IU_clip_2_029,"a busy city street with cars, pedestrians, and tall buildings. It also shows a person wearing a red shoe walking on the sidewalk",29.97002997002997,536.4025333333334,543.0758666666667,81000.0
qbNxF9VEMNQ,qbNxF9VEMNQ_clip_4_003,a person walking down a street with buildings and people around. The person is wearing a plaid shirt and is walking on a brick sidewalk,29.97002997002997,1021.6206,1028.2939333333334,53968.0
bXx2-4v1TnY,bXx2-4v1TnY_clip_17_005,a point of view shot of a car driving on a road in the desert with rock formations in the background. The video also shows a person driving the car,29.97002997002997,823.3558666666667,830.0292000000001,26158.0
v64KOxKVLVg,v64KOxKVLVg_clip_0_000,"a man driving a boat in the ocean, and the camera captures the boat from different angles",20.0,4.9,14.9,10476.0
1Elizfg4MYY,1Elizfg4MYY_clip_9_005,a bustling market scene with people walking around and shopping. There is a man in a red shirt who is walking around the market,29.97002997002997,794.4603333333333,801.1336666666667,81000.0
HNOT,HNOT_feL27Y_clip_0_000,"a 3D rendering of a sun shining through the water, with bubbles and fish swimming around. The video also shows a dark blue sky with the sun shining through",20.0,16.1,26.1,2066.0
1Elizfg4MYY,1Elizfg4MYY_clip_25_023,a person riding a bike through a city street with various objects and people in the background. The video also shows a person walking on the sidewalk and a car parked on the street,29.97002997002997,1834.4993333333332,1841.1726666666664,81000.0
h8JXa3dz0,h8JXa3dz0_E_clip_6_001,a crowd of people walking around a large temple. The people are dressed in various colors and some are carrying bags,30.0,123.2,129.86666666666667,5470.0
bSo-,bSo-_jkyN2M_clip_5_002,a car driving down a dirt road with trees and bushes on both sides. The sun is shining brightly in the sky,20.0,136.8,146.8,6206.0
WUlE3z4h9IU,WUlE3z4h9IU_clip_13_036,a person riding a bike down a street with tall buildings on both sides. The person is wearing a helmet camera and is passing by a building with a green awning,29.97002997002997,1575.5072666666667,1582.1806,81000.0
h,h_0oimKWlNs_clip_6_003,a group of people walking down a narrow street in a small town. The street is surrounded by white buildings with blue trim and there are several potted plants and trees along the sidewalk,20.0,443.5,453.5,48386.0
kB2oRwzLa2o,kB2oRwzLa2o_clip_25_020,a dirt road winding through a valley with mountains in the background. The road is surrounded by green vegetation and there are several small buildings and a large city in the distance,20.0,1237.2,1247.2,28400.0
bj2r20vP7c4,bj2r20vP7c4_clip_19_009,a man wading through a flooded path in a tropical rainforest. The man is wearing a blue shirt and a backpack,20.0,923.0,933.0,25704.0
QZTmkteMGZg,QZTmkteMGZg_clip_2_004,a scenic view of a body of water with boats and a city on a hill. There is also a person riding a bike down a hill,29.97002997002997,189.65613333333332,196.32946666666663,59944.0
emBuI1vLiUA,emBuI1vLiUA_clip_3_000,a series of images of a village on a hillside with tents and huts. The sky is cloudy throughout the video,20.0,77.1,87.1,4804.0
MGSALKM2VeI,MGSALKM2VeI_clip_11_000,a scenic view of a mountain with a waterfall and a road leading to it. There are people walking on the road and a man riding a skateboard,29.97002997002997,258.4582,265.1315333333333,23570.0
SkaOqmctt0o,SkaOqmctt0o_clip_1_004,"a group of people walking on a white path, and the camera captures the scene from different angles",29.97002997002997,71.13773333333333,77.81106666666666,10940.0
b0xES5otDAw,b0xES5otDAw_clip_5_014,a man walking down a busy street while people are walking around him. The video also shows a large building with a red and white sign,29.97002997002997,761.3606,768.0339333333334,25922.0
1Elizfg4MYY,1Elizfg4MYY_clip_0_012,"a man walking down a sidewalk in front of a building, and there are cars parked on the street",29.97002997002997,82.81606666666667,89.4894,81000.0
WUlE3z4h9IU,WUlE3z4h9IU_clip_17_038,"a series of scenes showing a city street with various objects and people moving around. The scenes are captured from different angles and distances, providing a dynamic view of the surroundings",29.97002997002997,2589.8539333333333,2596.5272666666665,81000.0
k0,k0_x7j0baZE_clip_4_000,"a man standing on a dirt path in a barn, and the camera captures him from different angles",20.0,117.1,127.1,3988.0
HKDiNlBWWzw,HKDiNlBWWzw_clip_27_014,a group of people walking on a bridge with a city in the background. The camera captures the people walking on the bridge from different angles,30.0,1427.4,1434.0666666666666,63918.0
FLzknv-xmSc,FLzknv-xmSc_clip_12_015,a wooden walkway in a field with a bright sun in the sky. The camera captures the scenery from different angles,29.97002997002997,921.2536666666668,927.927,28614.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_14_023,a person riding a bike down a street with a space needle in the background. The person is wearing a blue helmet and a blue shirt,29.97002997002997,1553.2183333333332,1559.8916666666669,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_20_005,"a busy city street with cars, motorcycles, and pedestrians. The scene is captured from different angles and perspectives",29.97002997002997,2035.9672666666668,2042.6406,81000.0
85-hTkN9svY,85-hTkN9svY_clip_3_003,"a person walking in front of a building, and the sun is shining brightly in the sky",20.0,130.9,140.9,3158.0
WUlE3z4h9IU,WUlE3z4h9IU_clip_4_006,a person walking down a sidewalk in front of a building. The person is wearing a white shirt and black pants,29.97002997002997,707.9739333333333,714.6472666666667,81000.0
OLXIgL3ETGo,OLXIgL3ETGo_clip_7_001,a giraffe standing in an enclosure and a person walking by,20.0,311.4,321.4,8740.0
H1Nj76ORCKM,H1Nj76ORCKM_clip_2_012,a fountain in the center of a town square with people walking around it. The video also shows a woman in a purple dress walking in the square,20.0,290.9,300.9,19436.0
x1MSmW75P10,x1MSmW75P10_clip_0_000,"a man standing on a bridge over a river, and the camera captures the man from different angles",20.0,5.3,15.3,2918.0
1Elizfg4MYY,1Elizfg4MYY_clip_3_006,a person walking down a street while holding a skateboard. There are also cars parked on the side of the road,29.97002997002997,316.38273333333336,323.05606666666665,81000.0
